hash,path
0060783c7c7e7b00,data/standardized_jpg/vqdm/train/nature/001516.jpg
8f8f0f0f0f0f1801,data/standardized_jpg/vqdm/train/nature/000608.jpg
038fbfbf9f1d3f3f,data/standardized_jpg/vqdm/train/nature/001270.jpg
ff93808080c0e1ff,data/standardized_jpg/vqdm/train/nature/001264.jpg
ef878080878fcfff,data/standardized_jpg/vqdm/train/nature/001502.jpg
101018383c7f7f7e,data/standardized_jpg/vqdm/train/nature/000634.jpg
ffff3c7e7e180018,data/standardized_jpg/vqdm/train/nature/000152.jpg
0f0f001f39383e7a,data/standardized_jpg/vqdm/train/nature/000146.jpg
ffeec800000080fc,data/standardized_jpg/vqdm/train/nature/001258.jpg
ffffe1c1c0c1c1f3,data/standardized_jpg/vqdm/train/nature/000620.jpg
000038fcffe3bf18,data/standardized_jpg/vqdm/train/nature/000813.jpg
7c7efef6007c3c18,data/standardized_jpg/vqdm/train/nature/000807.jpg
fffffce1c70f0c19,data/standardized_jpg/vqdm/train/nature/000191.jpg
1f0c9c1f3b392203,data/standardized_jpg/vqdm/train/nature/000185.jpg
ffff7f3f0f1f1c10,data/standardized_jpg/vqdm/train/nature/001072.jpg
1fffffcf07070f02,data/standardized_jpg/vqdm/train/nature/001714.jpg
1f1f1d1d1f1d1d19,data/standardized_jpg/vqdm/train/nature/001700.jpg
8a1fffc7f1f08600,data/standardized_jpg/vqdm/train/nature/001066.jpg
183d3f3330783800,data/standardized_jpg/vqdm/train/nature/000378.jpg
00001e3e3f3f3f1f,data/standardized_jpg/vqdm/train/nature/000350.jpg
fffff1e3e3c1e0f8,data/standardized_jpg/vqdm/train/nature/000436.jpg
e7c38189d9c38180,data/standardized_jpg/vqdm/train/nature/001728.jpg
001018183c3e7f7f,data/standardized_jpg/vqdm/train/nature/000422.jpg
e0181c173f7e2404,data/standardized_jpg/vqdm/train/nature/000344.jpg
006040466effffff,data/standardized_jpg/vqdm/train/nature/000393.jpg
16c2dcbcb7af85c1,data/standardized_jpg/vqdm/train/nature/001933.jpg
041e3e7ffc7c3c3c,data/standardized_jpg/vqdm/train/nature/001927.jpg
1c0c1cfc1c180800,data/standardized_jpg/vqdm/train/nature/000387.jpg
003e3e7e7e7e7e1e,data/standardized_jpg/vqdm/train/nature/001099.jpg
3f0f0f0f0e9e9e18,data/standardized_jpg/vqdm/train/nature/000218.jpg
fcfcfcfcbc080000,data/standardized_jpg/vqdm/train/nature/001106.jpg
00e7e3e7e76f7f00,data/standardized_jpg/vqdm/train/nature/001660.jpg
70707878f8f8f870,data/standardized_jpg/vqdm/train/nature/001674.jpg
fffffee0600080e0,data/standardized_jpg/vqdm/train/nature/001112.jpg
f9790102367e6fde,data/standardized_jpg/vqdm/train/nature/000224.jpg
84808080837fffc7,data/standardized_jpg/vqdm/train/nature/001884.jpg
3c3e3e7e7e640400,data/standardized_jpg/vqdm/train/nature/000542.jpg
f8fc7c4c64003c7c,data/standardized_jpg/vqdm/train/nature/001648.jpg
fbf6f58f8280c0e0,data/standardized_jpg/vqdm/train/nature/001890.jpg
000000f4ffffffee,data/standardized_jpg/vqdm/train/nature/000556.jpg
ff858381898781f7,data/standardized_jpg/vqdm/train/nature/000230.jpg
00007e7e7fffff00,data/standardized_jpg/vqdm/train/nature/001847.jpg
ff7fdfe363111805,data/standardized_jpg/vqdm/train/nature/000581.jpg
f0c08080c0e0fe7f,data/standardized_jpg/vqdm/train/nature/001853.jpg
fffbc3c1c0e0f0f0,data/standardized_jpg/vqdm/train/nature/000595.jpg
ffffbea622020202,data/standardized_jpg/vqdm/train/nature/001462.jpg
e0e0e0c000c0e6ff,data/standardized_jpg/vqdm/train/nature/001304.jpg
000800787d7fff63,data/standardized_jpg/vqdm/train/nature/001310.jpg
f8f0e38081cfdfff,data/standardized_jpg/vqdm/train/nature/000768.jpg
ffef83011903073f,data/standardized_jpg/vqdm/train/nature/001476.jpg
2000000307277fff,data/standardized_jpg/vqdm/train/nature/000740.jpg
fffff381838387cf,data/standardized_jpg/vqdm/train/nature/000998.jpg
fcffffef0c3e1e1c,data/standardized_jpg/vqdm/train/nature/001338.jpg
ffffff8e00c0e0c1,data/standardized_jpg/vqdm/train/nature/000026.jpg
4f66766666462666,data/standardized_jpg/vqdm/train/nature/000032.jpg
7f3f67e6f0c48e00,data/standardized_jpg/vqdm/train/nature/000754.jpg
3e3f3f7f207f3930,data/standardized_jpg/vqdm/train/nature/000967.jpg
cf0e0040c0fcfcec,data/standardized_jpg/vqdm/train/nature/000973.jpg
ffe7e3c30080c100,data/standardized_jpg/vqdm/train/nature/000783.jpg
ffffffc383000000,data/standardized_jpg/vqdm/train/nature/001489.jpg
0038bcba3d1c1e0f,data/standardized_jpg/vqdm/train/nature/000797.jpg
7f3f1f1e1e06001c,data/standardized_jpg/vqdm/train/nature/000796.jpg
fefefefefe7e0000,data/standardized_jpg/vqdm/train/nature/001488.jpg
9cfeff838f820301,data/standardized_jpg/vqdm/train/nature/000782.jpg
fd21fc0c74202313,data/standardized_jpg/vqdm/train/nature/000972.jpg
00001c9c8c868606,data/standardized_jpg/vqdm/train/nature/000966.jpg
af870707838f0713,data/standardized_jpg/vqdm/train/nature/000033.jpg
ac05c78707fffff8,data/standardized_jpg/vqdm/train/nature/000755.jpg
1f1b061e5e7e4080,data/standardized_jpg/vqdm/train/nature/000999.jpg
e1c0d0fb3f3f00e0,data/standardized_jpg/vqdm/train/nature/000741.jpg
c0e0f8f8f8ece8e0,data/standardized_jpg/vqdm/train/nature/000027.jpg
fffefc00c180c0f0,data/standardized_jpg/vqdm/train/nature/001339.jpg
ffffff818181c0c0,data/standardized_jpg/vqdm/train/nature/001311.jpg
ffc783c1c3e7e7f7,data/standardized_jpg/vqdm/train/nature/001477.jpg
ffffe0600e383000,data/standardized_jpg/vqdm/train/nature/000769.jpg
04076e9f9fcfffff,data/standardized_jpg/vqdm/train/nature/001463.jpg
3e5effffffbe0000,data/standardized_jpg/vqdm/train/nature/001305.jpg
00000048f0fffcff,data/standardized_jpg/vqdm/train/nature/000594.jpg
20607e7f7f7fdc00,data/standardized_jpg/vqdm/train/nature/001852.jpg
387eff77f3631818,data/standardized_jpg/vqdm/train/nature/000580.jpg
0fc480e2fe7e06df,data/standardized_jpg/vqdm/train/nature/001846.jpg
0008083c3f3f7ff7,data/standardized_jpg/vqdm/train/nature/000557.jpg
1e1e001d0785dfc3,data/standardized_jpg/vqdm/train/nature/001891.jpg
38ffffc200103efe,data/standardized_jpg/vqdm/train/nature/001649.jpg
0000dce767e7e7f7,data/standardized_jpg/vqdm/train/nature/000231.jpg
3f7f7f7f49687010,data/standardized_jpg/vqdm/train/nature/000225.jpg
f8feffff3c380000,data/standardized_jpg/vqdm/train/nature/000543.jpg
3f0f6e7fe2900000,data/standardized_jpg/vqdm/train/nature/001885.jpg
0066f6f6272f2022,data/standardized_jpg/vqdm/train/nature/001675.jpg
ffffff1c3c1c0c04,data/standardized_jpg/vqdm/train/nature/001113.jpg
1f3f1e060400c3ff,data/standardized_jpg/vqdm/train/nature/001107.jpg
000303376f070707,data/standardized_jpg/vqdm/train/nature/000219.jpg
41008080c0e0ffff,data/standardized_jpg/vqdm/train/nature/001661.jpg
00180c2473747666,data/standardized_jpg/vqdm/train/nature/001926.jpg
fffe78cc0c000000,data/standardized_jpg/vqdm/train/nature/001098.jpg
3f3938183e1e0000,data/standardized_jpg/vqdm/train/nature/000386.jpg
e0e83e3f36130100,data/standardized_jpg/vqdm/train/nature/000392.jpg
e0c0010604151f1f,data/standardized_jpg/vqdm/train/nature/001932.jpg
f1f8f9e1c1830303,data/standardized_jpg/vqdm/train/nature/000423.jpg
ffc7838383c3f1f1,data/standardized_jpg/vqdm/train/nature/000345.jpg
ffcfff3c3e360000,data/standardized_jpg/vqdm/train/nature/000351.jpg
e7f7ffefc7c0e000,data/standardized_jpg/vqdm/train/nature/001729.jpg
000078fcfefefcf0,data/standardized_jpg/vqdm/train/nature/000437.jpg
f8c8ff5e00000606,data/standardized_jpg/vqdm/train/nature/001701.jpg
040c044f4cceeeff,data/standardized_jpg/vqdm/train/nature/000379.jpg
fec7c480cec68002,data/standardized_jpg/vqdm/train/nature/001067.jpg
e1c0c3c3c3c7c7ff,data/standardized_jpg/vqdm/train/nature/001073.jpg
1b1f1e0889010787,data/standardized_jpg/vqdm/train/nature/001715.jpg
98baf9f084040509,data/standardized_jpg/vqdm/train/nature/000184.jpg
07c737033d1183ff,data/standardized_jpg/vqdm/train/nature/000190.jpg
fff980c040fcf9ff,data/standardized_jpg/vqdm/train/nature/000806.jpg
ffcfcf8f8f8e8800,data/standardized_jpg/vqdm/train/nature/000812.jpg
70f6f0e0f0ecfcf8,data/standardized_jpg/vqdm/train/nature/001259.jpg
f8f0f0f0f0e060e0,data/standardized_jpg/vqdm/train/nature/000147.jpg
fcfcfcdc9cb42c2e,data/standardized_jpg/vqdm/train/nature/000621.jpg
10383c3c7e7e7fff,data/standardized_jpg/vqdm/train/nature/000635.jpg
00042cffffc7e0f0,data/standardized_jpg/vqdm/train/nature/000153.jpg
ffffc1818181818f,data/standardized_jpg/vqdm/train/nature/001265.jpg
0a5a7b7b7b1b0800,data/standardized_jpg/vqdm/train/nature/001503.jpg
