hash,path
070f0c187efdfcfd,data/standardized_jpg/wukong/train/nature/001516.jpg
7e7727e7c7c7c703,data/standardized_jpg/wukong/train/nature/000608.jpg
fff767c3838381c9,data/standardized_jpg/wukong/train/nature/001270.jpg
ff3cfe3418181808,data/standardized_jpg/wukong/train/nature/001264.jpg
ff0c81818d8c85df,data/standardized_jpg/wukong/train/nature/001502.jpg
44ffdf5f07038381,data/standardized_jpg/wukong/train/nature/000634.jpg
fffbc1c181c1c1e3,data/standardized_jpg/wukong/train/nature/000152.jpg
80307f7f3f1f0e06,data/standardized_jpg/wukong/train/nature/000146.jpg
fff3c1c1c101bfff,data/standardized_jpg/wukong/train/nature/001258.jpg
93bbf3e3e1c0c888,data/standardized_jpg/wukong/train/nature/000620.jpg
1e1f1f1f0f0b031f,data/standardized_jpg/wukong/train/nature/000813.jpg
0000027e7e7e1800,data/standardized_jpg/wukong/train/nature/000807.jpg
ffff9c8c8cffffff,data/standardized_jpg/wukong/train/nature/000191.jpg
fffebcf020000000,data/standardized_jpg/wukong/train/nature/000185.jpg
000000183c3effff,data/standardized_jpg/wukong/train/nature/001072.jpg
0808081c3f3f1e1e,data/standardized_jpg/wukong/train/nature/001714.jpg
db3f9b0200fb3e04,data/standardized_jpg/wukong/train/nature/001700.jpg
f0f0f0f0f0f8f020,data/standardized_jpg/wukong/train/nature/001066.jpg
3f9bd3e383810464,data/standardized_jpg/wukong/train/nature/000378.jpg
e0c090c0c0ebffff,data/standardized_jpg/wukong/train/nature/000350.jpg
dfdc819f1f1e1808,data/standardized_jpg/wukong/train/nature/000436.jpg
8c800f013c3f22fe,data/standardized_jpg/wukong/train/nature/001728.jpg
00327a70d18d84f7,data/standardized_jpg/wukong/train/nature/000422.jpg
ff9bc38383237bff,data/standardized_jpg/wukong/train/nature/000344.jpg
0000181f5f7f7ff8,data/standardized_jpg/wukong/train/nature/000393.jpg
007efe9e90f1ffff,data/standardized_jpg/wukong/train/nature/001933.jpg
d3131fffc1c3f078,data/standardized_jpg/wukong/train/nature/001927.jpg
3e3e1e3e0b030302,data/standardized_jpg/wukong/train/nature/000387.jpg
ffc1d181e1f9e000,data/standardized_jpg/wukong/train/nature/001099.jpg
ff7e3f1f07000000,data/standardized_jpg/wukong/train/nature/000218.jpg
fffffc2020000000,data/standardized_jpg/wukong/train/nature/001106.jpg
f67f5f9d08080783,data/standardized_jpg/wukong/train/nature/001660.jpg
0000b87c7c3e3c38,data/standardized_jpg/wukong/train/nature/001674.jpg
011d3f7f6f030600,data/standardized_jpg/wukong/train/nature/001112.jpg
f3c381b1b1b9fbff,data/standardized_jpg/wukong/train/nature/000224.jpg
c3737f178d0e1709,data/standardized_jpg/wukong/train/nature/001884.jpg
02626606088d5f7f,data/standardized_jpg/wukong/train/nature/000542.jpg
106040d8f8f8fcfe,data/standardized_jpg/wukong/train/nature/001648.jpg
0e1f8f1f39b96f70,data/standardized_jpg/wukong/train/nature/001890.jpg
0020747cfc4c4e1e,data/standardized_jpg/wukong/train/nature/000556.jpg
7f3f3f3e1e1e1e02,data/standardized_jpg/wukong/train/nature/000230.jpg
ff00000040ffffff,data/standardized_jpg/wukong/train/nature/001847.jpg
e2e2e04404007fff,data/standardized_jpg/wukong/train/nature/000581.jpg
181048effff0e000,data/standardized_jpg/wukong/train/nature/001853.jpg
