hash,paths
1f1f0f0f01000000,data/standardized_jpg/midjourney/train/nature/000816.jpg|data/standardized_jpg/midjourney/train/nature/001552.jpg
ffffff0000000000,data/standardized_jpg/midjourney/train/nature/001818.jpg|data/standardized_jpg/midjourney/train/ai/001367.jpg|data/standardized_jpg/midjourney/train/ai/001366.jpg|data/standardized_jpg/midjourney/val/nature/000337.jpg|data/standardized_jpg/midjourney/val/ai/000485.jpg
fffffffff0000000,data/standardized_jpg/midjourney/train/nature/000085.jpg|data/standardized_jpg/midjourney/train/nature/000820.jpg
fffffc0000000000,data/standardized_jpg/midjourney/train/nature/001577.jpg|data/standardized_jpg/midjourney/train/nature/001696.jpg
003c3c3c3c3c3c00,data/standardized_jpg/midjourney/train/nature/001216.jpg|data/standardized_jpg/midjourney/val/ai/000447.jpg
ffffffff00000000,data/standardized_jpg/midjourney/train/nature/001438.jpg|data/standardized_jpg/midjourney/train/ai/001234.jpg|data/standardized_jpg/midjourney/val/ai/000001.jpg
ffffff1000000000,data/standardized_jpg/midjourney/train/nature/000460.jpg|data/standardized_jpg/midjourney/val/nature/000109.jpg
fffffff000000000,data/standardized_jpg/midjourney/train/nature/000070.jpg|data/standardized_jpg/midjourney/train/ai/000886.jpg
003c7e7e7e7e3c00,data/standardized_jpg/midjourney/train/nature/000925.jpg|data/standardized_jpg/midjourney/val/ai/000450.jpg
000018ffffffffff,data/standardized_jpg/midjourney/train/nature/000259.jpg|data/standardized_jpg/midjourney/train/nature/001295.jpg
ffffffff01000000,data/standardized_jpg/midjourney/train/nature/000932.jpg|data/standardized_jpg/midjourney/val/nature/000427.jpg
ffff000000000000,data/standardized_jpg/midjourney/train/nature/001354.jpg|data/standardized_jpg/midjourney/train/nature/001733.jpg|data/standardized_jpg/midjourney/train/ai/000805.jpg|data/standardized_jpg/midjourney/val/nature/000007.jpg|data/standardized_jpg/midjourney/val/ai/000407.jpg
ffffffffc0000000,data/standardized_jpg/midjourney/train/nature/001082.jpg|data/standardized_jpg/midjourney/val/nature/000448.jpg
ffffffe000000000,data/standardized_jpg/midjourney/train/nature/000148.jpg|data/standardized_jpg/midjourney/val/nature/000340.jpg
ffff81818181ffff,data/standardized_jpg/midjourney/train/ai/001301.jpg|data/standardized_jpg/midjourney/val/ai/000317.jpg
0000000000ffffff,data/standardized_jpg/midjourney/train/ai/001894.jpg|data/standardized_jpg/midjourney/val/ai/000367.jpg
00000000ffffffff,data/standardized_jpg/midjourney/train/ai/001573.jpg|data/standardized_jpg/midjourney/train/ai/000039.jpg|data/standardized_jpg/midjourney/val/nature/000230.jpg
ffe7e7e7e7e7e7ff,data/standardized_jpg/midjourney/val/ai/000282.jpg|data/standardized_jpg/midjourney/val/ai/000280.jpg
