id,created_at,filename,stored_path,mime_type,width,height,prediction,prob_ai,prob_nature,confidence,source,inference_time_ms,model_version,ground_truth_label,generator_label,file_size,blur_score
220,2025-10-29T09:53:46.793663+00:00,92a6faa20998457f8cb53b7effb4588b.jpg,bfd540fe03324c7fac01c793acd661b7.jpg,image/jpeg,512,512,ai,0.7902705669403076,0.20972950756549835,0.7902705669403076,upload,36.15179100233945,"{""model_name"": ""swin_tiny_patch4_window7_224"", ""model_path"": ""models/regularized_training/model_swin_t_regularized.pth"", ""checksum"": ""3a9a2f9b6ec5"", ""head"": ""linear""}",,,78960,0.03580219044404871
219,2025-10-29T09:53:29.572994+00:00,002686.jpg,1ffd762c9be64c708ee2ded5cf3be910.jpg,image/jpeg,512,512,ai,0.8592362403869629,0.14076384902000427,0.8592362403869629,upload,40.32720800023526,"{""model_name"": ""swin_tiny_patch4_window7_224"", ""model_path"": ""models/regularized_training/model_swin_t_regularized.pth"", ""checksum"": ""3a9a2f9b6ec5"", ""head"": ""linear""}",,,62038,0.019069477156096814
218,2025-10-29T09:53:23.661356+00:00,002669.jpg,146b0c87e45e4a6896c3cae0781b6b10.jpg,image/jpeg,512,512,ai,0.7800493836402893,0.2199506312608719,0.7800493836402893,upload,47.946750000846805,"{""model_name"": ""swin_tiny_patch4_window7_224"", ""model_path"": ""models/regularized_training/model_swin_t_regularized.pth"", ""checksum"": ""3a9a2f9b6ec5"", ""head"": ""linear""}",,,65591,0.021570557239008886
217,2025-10-29T09:53:17.650857+00:00,002667.jpg,c0cb6aaa574a43798ab4516dc5fc3fdc.jpg,image/jpeg,512,512,ai,0.8036455512046814,0.19635441899299622,0.8036455512046814,upload,47.67166699821246,"{""model_name"": ""swin_tiny_patch4_window7_224"", ""model_path"": ""models/regularized_training/model_swin_t_regularized.pth"", ""checksum"": ""3a9a2f9b6ec5"", ""head"": ""linear""}",,,55213,0.016774585200291053
216,2025-10-29T09:53:11.092683+00:00,002656.jpg,787d9d8996a5446487761dbcde059d15.jpg,image/jpeg,512,512,ai,0.5624274611473083,0.43757253885269165,0.5624274611473083,upload,39.93054199963808,"{""model_name"": ""swin_tiny_patch4_window7_224"", ""model_path"": ""models/regularized_training/model_swin_t_regularized.pth"", ""checksum"": ""3a9a2f9b6ec5"", ""head"": ""linear""}",,,54852,0.013951933617685356
215,2025-10-29T09:53:06.907359+00:00,002657.jpg,b133d8eb5eeb4965ac7a49db21833dfe.jpg,image/jpeg,512,512,ai,0.9411715269088745,0.058828458189964294,0.9411715269088745,upload,39.20362500139163,"{""model_name"": ""swin_tiny_patch4_window7_224"", ""model_path"": ""models/regularized_training/model_swin_t_regularized.pth"", ""checksum"": ""3a9a2f9b6ec5"", ""head"": ""linear""}",,,64126,0.018819307813457413
212,2025-10-29T09:52:50.139265+00:00,002633.jpg,2f4a4d44da354487a861d279710084c5.jpg,image/jpeg,512,512,ai,0.7924966812133789,0.2075033336877823,0.7924966812133789,upload,46.53333299938822,"{""model_name"": ""swin_tiny_patch4_window7_224"", ""model_path"": ""models/regularized_training/model_swin_t_regularized.pth"", ""checksum"": ""3a9a2f9b6ec5"", ""head"": ""linear""}",,,53958,0.020359383377374387
210,2025-10-29T09:52:33.962134+00:00,002579.jpg,612afcbee35841f78664c98d7336e737.jpg,image/jpeg,512,512,ai,0.7221558690071106,0.2778441309928894,0.7221558690071106,upload,43.95737499726238,"{""model_name"": ""swin_tiny_patch4_window7_224"", ""model_path"": ""models/regularized_training/model_swin_t_regularized.pth"", ""checksum"": ""3a9a2f9b6ec5"", ""head"": ""linear""}",,,68435,0.025075276692708332
206,2025-10-29T09:51:37.801079+00:00,002216.jpg,cf01b22024c04c0089e1706c7c5870f7.jpg,image/jpeg,512,512,ai,0.6971278190612793,0.3028721809387207,0.6971278190612793,upload,43.90995799985831,"{""model_name"": ""swin_tiny_patch4_window7_224"", ""model_path"": ""models/regularized_training/model_swin_t_regularized.pth"", ""checksum"": ""3a9a2f9b6ec5"", ""head"": ""linear""}",,,55123,0.01938464594822304
202,2025-10-29T09:50:30.188843+00:00,000267.jpg,98a0d5bf20ce4aa492383f8a993af2ec.jpg,image/jpeg,512,512,ai,0.6350434422492981,0.36495646834373474,0.6350434422492981,upload,41.91454200190492,"{""model_name"": ""swin_tiny_patch4_window7_224"", ""model_path"": ""models/regularized_training/model_swin_t_regularized.pth"", ""checksum"": ""3a9a2f9b6ec5"", ""head"": ""linear""}",,,47182,0.01638309254365809
